profile,method,mlWeight,rank,adaptiveScore,prerequisiteScore,historicalPerformanceScore,pedagogicalOrderScore,engagementScore,diagnosticWeaknessScore,masteryScore,averageAssessmentScore,completedLabsCount,tracesCount,profileType,recommendationType,success,candidateId,conceptName,mlSuccessProbability,relevance_label,simulatedProfile,rankingScore,combinedScore,generationTimeMs
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,40,0.47,0.0,0.4,0.79,0.42,1.0,22.06,46.9,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-137,Concept experimental 5,0.1328937808437763,1,BEGINNER_LOW_MASTERY,0.3520128232953217,0.3520128232953217,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,41,0.493,0.0,0.4,0.91,0.47,1.0,35.05,54.54,2,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-016,Concept experimental 4,0.08937208550692394,1,BEGINNER_LOW_MASTERY,0.35173022992742337,0.35173022992742337,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,42,0.463,0.0,0.4,0.84,0.27,1.0,38.44,20.32,4,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-115,Concept experimental 7,0.13536549524542688,1,BEGINNER_LOW_MASTERY,0.34832792333589946,0.34832792333589946,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,43,0.403,0.0,0.4,0.4,0.33,1.0,36.83,27.53,5,19,NEEDS_REMEDIATION,REMEDIATION,0,candidate-111,Concept experimental 3,0.24393907454774344,1,BEGINNER_LOW_MASTERY,0.3473286760917102,0.3473286760917102,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,44,0.402,0.0,0.4,0.35,0.4,1.0,41.95,36.39,6,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-217,Concept experimental 1,0.24166797340334553,1,BEGINNER_LOW_MASTERY,0.345883790691171,0.345883790691171,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,45,0.459,0.0,0.4,0.77,0.33,1.0,28.66,22.2,2,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-161,Concept experimental 5,0.13566469117819388,1,BEGINNER_LOW_MASTERY,0.34583264191236784,0.34583264191236784,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,46,0.494,0.0,0.4,0.94,0.43,1.0,36.15,50.07,2,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-035,Concept experimental 11,0.06718846814733136,1,BEGINNER_LOW_MASTERY,0.34461596385156595,0.34461596385156595,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,47,0.404,0.0,0.4,0.5,0.19,1.0,34.49,26.99,1,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-088,Concept experimental 4,0.2295094775101523,1,BEGINNER_LOW_MASTERY,0.3429283171285533,0.3429283171285533,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,48,0.4,0.0,0.4,0.29,0.47,1.0,22.75,22.13,0,13,NEEDS_REMEDIATION,REMEDIATION,0,candidate-144,Concept experimental 12,0.23546594048538344,1,BEGINNER_LOW_MASTERY,0.3424130791698842,0.3424130791698842,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,49,0.411,0.0,0.4,0.46,0.32,1.0,35.74,32.72,3,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-103,Concept experimental 7,0.21293782672980757,1,BEGINNER_LOW_MASTERY,0.3416782393554326,0.3416782393554326,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,50,0.383,0.0,0.4,0.2,0.43,1.0,19.76,43.77,1,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-174,Concept experimental 6,0.2620579691655026,1,BEGINNER_LOW_MASTERY,0.3406702892079259,0.3406702892079259,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,51,0.44,0.0,0.4,0.71,0.23,1.0,25.31,52.55,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-058,Concept experimental 10,0.14969724416139232,1,BEGINNER_LOW_MASTERY,0.33839403545648733,0.33839403545648733,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,52,0.411,0.0,0.4,0.52,0.23,1.0,21.98,34.19,2,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-071,Concept experimental 11,0.20248794361016162,1,BEGINNER_LOW_MASTERY,0.33802078026355653,0.33802078026355653,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,53,0.472,0.0,0.4,0.82,0.39,1.0,29.33,34.91,3,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-117,Concept experimental 9,0.08294748142163874,1,BEGINNER_LOW_MASTERY,0.3358316184975736,0.3358316184975736,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,54,0.456,0.0,0.4,0.66,0.47,1.0,44.09,25.89,0,26,NEEDS_REMEDIATION,REMEDIATION,1,candidate-100,Concept experimental 4,0.11220030433039076,1,BEGINNER_LOW_MASTERY,0.3356701065156368,0.3356701065156368,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,55,0.465,0.0,0.4,0.68,0.53,1.0,41.21,22.69,6,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-036,Concept experimental 12,0.09429098212450102,1,BEGINNER_LOW_MASTERY,0.33525184374357536,0.33525184374357536,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,56,0.436,0.0,0.4,0.67,0.26,1.0,35.75,20.86,0,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-038,Concept experimental 2,0.1460168172292566,1,BEGINNER_LOW_MASTERY,0.3345058860302398,0.3345058860302398,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,57,0.478,0.0,0.4,0.86,0.39,1.0,35.73,51.14,5,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-149,Concept experimental 5,0.04596343170257431,1,BEGINNER_LOW_MASTERY,0.326787201095901,0.326787201095901,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,58,0.43,0.0,0.4,0.62,0.27,1.0,30.56,36.94,1,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-084,Concept experimental 12,0.13155687401047406,1,BEGINNER_LOW_MASTERY,0.3255449059036659,0.3255449059036659,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,59,0.447,0.0,0.4,0.78,0.2,1.0,38.06,43.96,7,15,NEEDS_REMEDIATION,REMEDIATION,0,candidate-028,Concept experimental 4,0.08538560719747024,1,BEGINNER_LOW_MASTERY,0.32043496251911463,0.32043496251911463,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,60,0.433,0.0,0.4,0.64,0.27,1.0,40.28,57.9,3,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-096,Concept experimental 12,0.10385113477819831,1,BEGINNER_LOW_MASTERY,0.31779789717236945,0.31779789717236945,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,61,0.465,0.0,0.4,0.76,0.41,1.0,34.96,49.5,0,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-047,Concept experimental 11,0.036722436025970126,1,BEGINNER_LOW_MASTERY,0.31510285260908955,0.31510285260908955,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,62,0.477,0.0,0.4,0.84,0.41,1.0,38.08,50.4,2,11,NEEDS_REMEDIATION,REMEDIATION,0,candidate-033,Concept experimental 9,0.013640337516352439,1,BEGINNER_LOW_MASTERY,0.31482411813072336,0.31482411813072336,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,63,0.408,0.0,0.4,0.5,0.23,1.0,33.93,48.51,7,11,NEEDS_REMEDIATION,REMEDIATION,0,candidate-226,Concept experimental 10,0.13224121934321026,1,BEGINNER_LOW_MASTERY,0.31148442677012356,0.31148442677012356,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,64,0.402,0.0,0.4,0.38,0.35,1.0,41.57,57.63,2,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-052,Concept experimental 4,0.10292753292243174,1,BEGINNER_LOW_MASTERY,0.2973246365228511,0.2973246365228511,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,65,0.421,0.0,0.4,0.52,0.33,1.0,42.99,23.34,5,15,NEEDS_REMEDIATION,REMEDIATION,0,candidate-069,Concept experimental 9,0.06608934119651738,1,BEGINNER_LOW_MASTERY,0.2967812694187811,0.2967812694187811,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,66,0.425,0.0,0.4,0.63,0.21,1.0,42.22,41.91,2,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-105,Concept experimental 9,0.05438892163261456,1,BEGINNER_LOW_MASTERY,0.29528612257141507,0.29528612257141507,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,67,0.419,0.0,0.4,0.53,0.3,1.0,38.32,44.3,6,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-167,Concept experimental 11,0.05789034008830622,1,BEGINNER_LOW_MASTERY,0.29261161903090716,0.29261161903090716,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.35,0.35,68,0.427,0.0,0.4,0.51,0.41,1.0,43.01,40.29,6,26,NEEDS_REMEDIATION,REMEDIATION,0,candidate-233,Concept experimental 5,0.04185194710873677,1,BEGINNER_LOW_MASTERY,0.2921981814880579,0.2921981814880579,3.8135999999990844
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,1,0.553,0.5,0.4,0.25,0.31,1.0,22.44,51.3,2,8,NEEDS_REMEDIATION,REMEDIATION,1,candidate-218,Concept experimental 2,0.5569791429210621,1,BEGINNER_LOW_MASTERY,0.5545916571684248,0.5545916571684248,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,2,0.579,0.5,0.4,0.36,0.4,1.0,29.79,32.14,5,2,NEEDS_REMEDIATION,REMEDIATION,1,candidate-246,Concept experimental 6,0.5003883385754699,1,BEGINNER_LOW_MASTERY,0.547555335430188,0.547555335430188,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,3,0.607,0.5,0.4,0.66,0.23,1.0,25.32,27.14,3,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-157,Concept experimental 1,0.3667787705837797,1,BEGINNER_LOW_MASTERY,0.5109115082335118,0.5109115082335118,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,4,0.433,0.0,0.4,0.66,0.24,1.0,23.88,28.16,4,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-237,Concept experimental 9,0.6262933654757329,1,BEGINNER_LOW_MASTERY,0.5103173461902931,0.5103173461902931,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,5,0.37,0.0,0.4,0.21,0.28,1.0,26.51,23.89,5,12,NEEDS_REMEDIATION,REMEDIATION,1,candidate-169,Concept experimental 1,0.7138118581397813,1,BEGINNER_LOW_MASTERY,0.5075247432559126,0.5075247432559126,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,6,0.364,0.0,0.4,0.2,0.24,1.0,25.59,42.38,6,10,NEEDS_REMEDIATION,REMEDIATION,1,candidate-214,Concept experimental 10,0.7083377995719891,1,BEGINNER_LOW_MASTERY,0.5017351198287956,0.5017351198287956,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,7,0.559,0.5,0.4,0.28,0.32,1.0,39.18,46.63,3,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-159,Concept experimental 3,0.4151413654007378,1,BEGINNER_LOW_MASTERY,0.5014565461602951,0.5014565461602951,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,8,0.561,0.5,0.4,0.2,0.46,1.0,19.56,43.79,3,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-140,Concept experimental 8,0.410172508252894,1,BEGINNER_LOW_MASTERY,0.5006690033011576,0.5006690033011576,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,9,0.426,0.0,0.4,0.47,0.46,1.0,24.55,51.65,4,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-072,Concept experimental 12,0.6096390874168232,1,BEGINNER_LOW_MASTERY,0.4994556349667293,0.4994556349667293,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,10,0.447,0.0,0.4,0.71,0.3,1.0,21.39,55.05,4,17,NEEDS_REMEDIATION,REMEDIATION,1,candidate-179,Concept experimental 11,0.5613200109064007,1,BEGINNER_LOW_MASTERY,0.49272800436256026,0.49272800436256026,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,11,0.67,0.5,0.4,0.91,0.49,1.0,18.75,42.29,1,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-135,Concept experimental 3,0.1997134763161896,1,BEGINNER_LOW_MASTERY,0.4818853905264759,0.4818853905264759,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,12,0.426,0.0,0.4,0.62,0.23,1.0,24.87,51.26,5,9,NEEDS_REMEDIATION,REMEDIATION,1,candidate-128,Concept experimental 8,0.5467642748448526,1,BEGINNER_LOW_MASTERY,0.474305709937941,0.474305709937941,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,13,0.583,0.5,0.4,0.36,0.44,1.0,30.42,45.95,6,1,NEEDS_REMEDIATION,REMEDIATION,1,candidate-221,Concept experimental 5,0.30479477429423313,1,BEGINNER_LOW_MASTERY,0.47171790971769323,0.47171790971769323,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,14,0.54,0.5,0.4,0.22,0.22,1.0,31.29,44.35,7,9,NEEDS_REMEDIATION,REMEDIATION,1,candidate-060,Concept experimental 12,0.3637846823565871,1,BEGINNER_LOW_MASTERY,0.46951387294263486,0.46951387294263486,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,15,0.37,0.0,0.4,0.24,0.24,1.0,37.95,33.29,3,10,NEEDS_REMEDIATION,REMEDIATION,1,candidate-139,Concept experimental 7,0.6016981896463109,1,BEGINNER_LOW_MASTERY,0.4626792758585244,0.4626792758585244,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,16,0.664,0.5,0.4,0.85,0.51,1.0,37.26,42.14,6,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-222,Concept experimental 6,0.15965743457096432,1,BEGINNER_LOW_MASTERY,0.46226297382838577,0.46226297382838577,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,17,0.612,0.5,0.4,0.51,0.5,1.0,31.02,25.7,4,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-054,Concept experimental 6,0.23038038621587062,1,BEGINNER_LOW_MASTERY,0.45935215448634825,0.45935215448634825,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,18,0.613,0.5,0.4,0.55,0.45,1.0,20.54,27.7,1,7,NEEDS_REMEDIATION,REMEDIATION,1,candidate-245,Concept experimental 5,0.22050071957360337,1,BEGINNER_LOW_MASTERY,0.4560002878294413,0.4560002878294413,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,19,0.575,0.5,0.4,0.3,0.45,1.0,25.78,23.39,2,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-168,Concept experimental 12,0.2717279042729307,1,BEGINNER_LOW_MASTERY,0.45369116170917223,0.45369116170917223,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,20,0.408,0.0,0.4,0.37,0.43,1.0,27.99,37.89,6,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-112,Concept experimental 4,0.5167656316672065,1,BEGINNER_LOW_MASTERY,0.45150625266688255,0.45150625266688255,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,21,0.458,0.0,0.4,0.84,0.22,1.0,34.06,27.39,3,3,NEEDS_REMEDIATION,REMEDIATION,1,candidate-017,Concept experimental 5,0.43806978793214535,1,BEGINNER_LOW_MASTERY,0.4500279151728581,0.4500279151728581,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,22,0.56,0.5,0.4,0.21,0.44,1.0,30.76,44.33,6,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-243,Concept experimental 3,0.2769189269715619,1,BEGINNER_LOW_MASTERY,0.4467675707886248,0.4467675707886248,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,23,0.481,0.0,0.4,0.83,0.47,1.0,21.45,38.22,0,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-014,Concept experimental 2,0.3805438779362264,1,BEGINNER_LOW_MASTERY,0.4408175511744905,0.4408175511744905,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,24,0.474,0.0,0.4,0.77,0.49,1.0,20.84,23.0,4,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-240,Concept experimental 12,0.3819506352307015,1,BEGINNER_LOW_MASTERY,0.43718025409228056,0.43718025409228056,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,25,0.392,0.0,0.4,0.36,0.28,1.0,26.55,29.99,5,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-108,Concept experimental 12,0.49619566437959206,1,BEGINNER_LOW_MASTERY,0.4336782657518368,0.4336782657518368,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,26,0.48,0.0,0.4,0.91,0.33,1.0,23.54,28.78,6,23,NEEDS_REMEDIATION,REMEDIATION,0,candidate-127,Concept experimental 7,0.3536867305563836,1,BEGINNER_LOW_MASTERY,0.4294746922225534,0.4294746922225534,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,27,0.557,0.5,0.4,0.28,0.3,1.0,44.35,51.28,4,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-202,Concept experimental 10,0.23678728530844295,1,BEGINNER_LOW_MASTERY,0.4289149141233772,0.4289149141233772,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,28,0.604,0.5,0.4,0.48,0.47,1.0,25.92,33.16,1,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-241,Concept experimental 1,0.15366727583295584,1,BEGINNER_LOW_MASTERY,0.42386691033318236,0.42386691033318236,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,29,0.643,0.5,0.4,0.8,0.38,1.0,33.46,38.55,3,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-010,Concept experimental 10,0.08363362685515259,1,BEGINNER_LOW_MASTERY,0.419253450742061,0.419253450742061,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,30,0.44,0.0,0.4,0.73,0.2,1.0,28.15,24.11,3,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-062,Concept experimental 2,0.35337475183648986,1,BEGINNER_LOW_MASTERY,0.405349900734596,0.405349900734596,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,31,0.402,0.0,0.4,0.27,0.52,1.0,37.15,27.15,3,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-002,Concept experimental 2,0.38777689058074055,1,BEGINNER_LOW_MASTERY,0.3963107562322962,0.3963107562322962,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,32,0.611,0.5,0.4,0.5,0.51,1.0,41.83,34.15,0,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-123,Concept experimental 3,0.07402007618811425,1,BEGINNER_LOW_MASTERY,0.39620803047524566,0.39620803047524566,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,33,0.47,0.0,0.4,0.87,0.29,1.0,19.32,53.8,5,1,NEEDS_REMEDIATION,REMEDIATION,0,candidate-020,Concept experimental 8,0.279654485099742,1,BEGINNER_LOW_MASTERY,0.3938617940398968,0.3938617940398968,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,34,0.573,0.5,0.4,0.46,0.19,1.0,43.73,40.18,1,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-250,Concept experimental 10,0.11472240363972533,1,BEGINNER_LOW_MASTERY,0.38968896145589005,0.38968896145589005,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,35,0.454,0.0,0.4,0.8,0.24,1.0,24.99,43.06,7,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-063,Concept experimental 3,0.23657143454834306,1,BEGINNER_LOW_MASTERY,0.3670285738193372,0.3670285738193372,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,36,0.482,0.0,0.4,0.86,0.43,1.0,22.33,45.09,3,18,NEEDS_REMEDIATION,REMEDIATION,0,candidate-021,Concept experimental 9,0.18093368778417598,1,BEGINNER_LOW_MASTERY,0.36157347511367033,0.36157347511367033,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,37,0.398,0.0,0.4,0.33,0.39,1.0,20.98,51.31,1,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-009,Concept experimental 9,0.3019555681585975,1,BEGINNER_LOW_MASTERY,0.359582227263439,0.359582227263439,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,38,0.444,0.0,0.4,0.7,0.29,1.0,30.83,29.4,7,16,NEEDS_REMEDIATION,REMEDIATION,1,candidate-212,Concept experimental 8,0.20068581728589982,1,BEGINNER_LOW_MASTERY,0.3466743269143599,0.3466743269143599,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,39,0.426,0.0,0.4,0.51,0.4,1.0,27.16,35.84,5,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-156,Concept experimental 12,0.22515417988305494,1,BEGINNER_LOW_MASTERY,0.34566167195322195,0.34566167195322195,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,40,0.403,0.0,0.4,0.4,0.33,1.0,36.83,27.53,5,19,NEEDS_REMEDIATION,REMEDIATION,0,candidate-111,Concept experimental 3,0.24393907454774344,1,BEGINNER_LOW_MASTERY,0.3393756298190974,0.3393756298190974,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,41,0.402,0.0,0.4,0.35,0.4,1.0,41.95,36.39,6,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-217,Concept experimental 1,0.24166797340334553,1,BEGINNER_LOW_MASTERY,0.3378671893613382,0.3378671893613382,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,42,0.47,0.0,0.4,0.79,0.42,1.0,22.06,46.9,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-137,Concept experimental 5,0.1328937808437763,1,BEGINNER_LOW_MASTERY,0.3351575123375105,0.3351575123375105,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,43,0.383,0.0,0.4,0.2,0.43,1.0,19.76,43.77,1,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-174,Concept experimental 6,0.2620579691655026,1,BEGINNER_LOW_MASTERY,0.334623187666201,0.334623187666201,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,44,0.404,0.0,0.4,0.5,0.19,1.0,34.49,26.99,1,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-088,Concept experimental 4,0.2295094775101523,1,BEGINNER_LOW_MASTERY,0.33420379100406095,0.33420379100406095,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,45,0.4,0.0,0.4,0.29,0.47,1.0,22.75,22.13,0,13,NEEDS_REMEDIATION,REMEDIATION,0,candidate-144,Concept experimental 12,0.23546594048538344,1,BEGINNER_LOW_MASTERY,0.33418637619415337,0.33418637619415337,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,46,0.463,0.0,0.4,0.84,0.27,1.0,38.44,20.32,4,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-115,Concept experimental 7,0.13536549524542688,1,BEGINNER_LOW_MASTERY,0.3319461980981707,0.3319461980981707,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,47,0.411,0.0,0.4,0.46,0.32,1.0,35.74,32.72,3,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-103,Concept experimental 7,0.21293782672980757,1,BEGINNER_LOW_MASTERY,0.331775130691923,0.331775130691923,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,48,0.493,0.0,0.4,0.91,0.47,1.0,35.05,54.54,2,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-016,Concept experimental 4,0.08937208550692394,1,BEGINNER_LOW_MASTERY,0.3315488342027696,0.3315488342027696,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,49,0.459,0.0,0.4,0.77,0.33,1.0,28.66,22.2,2,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-161,Concept experimental 5,0.13566469117819388,1,BEGINNER_LOW_MASTERY,0.32966587647127754,0.32966587647127754,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,50,0.411,0.0,0.4,0.52,0.23,1.0,21.98,34.19,2,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-071,Concept experimental 11,0.20248794361016162,1,BEGINNER_LOW_MASTERY,0.32759517744406463,0.32759517744406463,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,51,0.44,0.0,0.4,0.71,0.23,1.0,25.31,52.55,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-058,Concept experimental 10,0.14969724416139232,1,BEGINNER_LOW_MASTERY,0.32387889766455696,0.32387889766455696,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,52,0.494,0.0,0.4,0.94,0.43,1.0,36.15,50.07,2,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-035,Concept experimental 11,0.06718846814733136,1,BEGINNER_LOW_MASTERY,0.32327538725893257,0.32327538725893257,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,53,0.436,0.0,0.4,0.67,0.26,1.0,35.75,20.86,0,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-038,Concept experimental 2,0.1460168172292566,1,BEGINNER_LOW_MASTERY,0.3200067268917026,0.3200067268917026,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,54,0.456,0.0,0.4,0.66,0.47,1.0,44.09,25.89,0,26,NEEDS_REMEDIATION,REMEDIATION,1,candidate-100,Concept experimental 4,0.11220030433039076,1,BEGINNER_LOW_MASTERY,0.31848012173215634,0.31848012173215634,2.464599999999706
BEGINNER_LOW_MASTERY,rule_based_ml_0.4,0.4,55,0.465,0.0,0.4,0.68,0.53,1.0,41.21,22.69,6,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-036,Concept experimental 12,0.09429098212450102,1,BEGINNER_LOW_MASTERY,0.31671639284980047,0.31671639284980047,2.464599999999706
